latitude,longitude,travel_agency_hs,hotels_online_hs,hotels_offline_hs,grocery_stores_fb,electronics_appliances_hs
1.349,103.894,13,0,15,4,14
1.349,103.897,15,0,13,8,6
1.349,103.898,2,11,3,12,9
1.349,103.900,7,19,4,12,16
1.349,103.901,17,3,13,13,13
1.349,103.902,12,0,16,18,13
1.349,103.905,15,0,17,15,5
1.349,103.906,11,19,13,14,8
1.349,103.908,1,18,5,8,19
1.349,103.911,11,15,7,17,13
1.349,103.916,16,0,15,11,12
1.349,103.920,16,2,8,18,20
1.349,103.921,5,0,19,12,17
1.349,103.924,12,0,1,2,9
1.349,103.925,15,19,13,20,20
1.349,103.926,16,20,6,18,16
1.349,103.927,15,17,10,15,11
1.349,103.932,1,15,19,16,14
1.349,103.933,10,0,15,11,19
1.349,103.938,17,10,1,17,18
1.349,103.940,18,0,19,13,18
1.349,103.941,19,0,4,10,19
1.349,103.943,5,11,16,17,0
1.349,103.944,9,0,1,20,0
1.349,103.946,19,0,0,16,20
1.349,103.948,3,0,20,13,13
1.349,103.952,12,0,0,17,12
1.349,103.964,4,1,0,0,0
1.349,103.981,1,0,5,19,15
1.35,103.702,0,0,19,15,15
1.35,103.719,17,0,0,20,0
1.35,103.726,19,15,20,17,20
1.35,103.738,1,0,0,18,0
1.35,103.739,19,0,0,12,1
1.35,103.741,18,0,16,0,15
1.35,103.745,6,18,17,20,18
1.35,103.747,18,0,19,19,9
1.35,103.749,19,0,20,19,17
1.35,103.750,0,0,20,20,18
1.35,103.751,0,0,0,20,18
1.35,103.752,20,0,20,20,20
1.35,103.759,17,0,13,0,16
1.35,103.760,1,0,0,0,16
1.35,103.764,17,0,0,0,7
1.35,103.772,13,0,20,1,8
1.35,103.773,12,0,14,13,15
1.35,103.777,17,0,16,7,18
1.35,103.780,16,13,16,14,2
1.35,103.781,19,18,20,3,13
1.35,103.786,9,14,12,9,16
1.35,103.787,11,0,8,9,11
1.35,103.788,10,0,11,4,7
1.35,103.789,10,11,15,7,14
1.35,103.791,7,2,17,2,14
1.35,103.792,9,9,18,1,12
1.35,103.793,2,12,12,8,12
1.35,103.796,14,16,14,5,4
1.35,103.797,13,14,4,12,4
1.35,103.800,11,15,4,10,3
1.35,103.803,12,19,12,3,15
1.35,103.807,13,7,19,12,14
1.35,103.810,5,18,2,13,8
1.35,103.812,10,18,13,6,8
1.35,103.813,9,5,14,9,2
1.35,103.815,8,6,6,3,4
1.35,103.817,8,8,8,10,11
1.35,103.819,5,12,12,5,4
1.35,103.820,10,17,15,3,6
1.35,103.823,13,14,14,6,7
1.35,103.825,12,13,13,7,14
1.35,103.828,9,11,10,2,9
1.35,103.829,5,8,9,1,9
1.35,103.832,4,13,11,2,8
1.35,103.833,13,18,7,4,4
1.35,103.835,10,7,9,6,3
1.35,103.836,7,18,7,1,8
1.35,103.837,9,14,8,4,9
1.35,103.838,5,10,7,2,10
1.35,103.839,5,10,2,2,1
1.35,103.840,8,7,7,4,6
1.35,103.841,7,12,5,7,10
1.35,103.842,7,12,7,6,8
1.35,103.845,10,10,11,9,8
1.35,103.846,1,6,8,3,12
1.35,103.849,17,14,13,11,4
1.35,103.851,7,9,10,7,10
1.35,103.853,5,11,9,1,7
1.35,103.854,9,16,11,6,4
1.35,103.855,11,5,12,9,5
1.35,103.857,6,14,13,3,2
1.35,103.859,12,12,12,2,10
1.35,103.863,10,11,8,5,7
1.35,103.864,9,11,5,3,7
1.35,103.866,6,7,11,1,3
1.35,103.870,5,8,9,1,5
1.35,103.873,11,6,9,7,10
1.35,103.875,13,12,8,10,10
1.35,103.877,8,17,4,10,9
1.35,103.879,3,18,9,10,10
1.35,103.880,9,12,10,9,3
1.35,103.881,14,11,4,11,13
1.35,103.882,10,13,13,9,7
1.35,103.884,8,14,9,12,5
1.35,103.887,6,16,10,14,5
1.35,103.888,11,0,9,5,6
1.35,103.889,3,1,9,11,13
1.35,103.895,9,19,15,10,11
1.35,103.899,1,16,13,17,3
1.35,103.903,15,2,3,16,12
1.35,103.905,1,17,11,13,12
1.35,103.906,17,9,16,9,12
1.35,103.907,18,0,17,8,18
1.35,103.908,18,16,15,13,16
1.35,103.911,9,16,15,13,1
1.35,103.915,17,19,14,14,14
1.35,103.916,16,0,19,7,7
1.35,103.917,15,7,10,18,20
1.35,103.918,19,18,20,14,16
1.35,103.919,0,0,5,5,2
1.35,103.920,14,16,13,11,5
1.35,103.921,2,14,19,19,15
1.35,103.923,9,0,17,16,18
1.35,103.924,18,0,2,1,9
1.35,103.928,13,0,15,15,0
1.35,103.930,14,0,18,8,20
1.35,103.932,1,12,19,2,10
1.35,103.934,2,0,8,18,15
1.35,103.936,14,19,20,16,19
1.35,103.937,14,20,19,20,2
1.35,103.939,4,2,19,13,0
1.35,103.940,14,0,19,18,0
1.35,103.945,15,0,12,14,0
1.35,103.947,18,0,2,19,16
1.35,103.948,20,0,19,18,19
1.35,103.949,1,17,8,19,16
1.35,103.950,0,13,0,0,1
1.35,103.951,7,0,16,17,0
1.35,103.953,12,0,9,5,5
1.35,103.954,19,0,3,16,19
1.35,103.955,20,0,19,0,1
1.35,103.964,5,0,14,0,0
1.35,103.965,20,0,16,0,0
1.35,103.975,17,0,2,0,19
1.35,103.987,13,10,2,0,0
1.351,103.723,17,0,0,12,0
1.351,103.745,20,0,18,18,15
1.351,103.748,20,0,18,19,19
1.351,103.749,0,0,0,0,7
1.351,103.752,20,0,20,20,20
1.351,103.753,0,0,19,11,17
1.351,103.764,5,0,6,18,19
1.351,103.766,18,0,18,17,20
1.351,103.767,20,18,18,18,18
1.351,103.768,11,0,18,20,12
1.351,103.769,14,0,3,18,11
1.351,103.770,20,0,0,15,18
1.351,103.772,15,0,14,18,18
1.351,103.774,12,16,20,4,15
1.351,103.775,18,20,17,13,18
1.351,103.776,1,8,10,15,4
1.351,103.778,16,17,15,6,9
1.351,103.779,4,7,20,14,16
1.351,103.780,12,15,18,2,15
1.351,103.781,20,3,13,17,17
1.351,103.782,10,1,11,8,12
1.351,103.783,12,15,15,2,2
1.351,103.784,7,7,11,1,16
1.351,103.785,3,18,19,11,16
1.351,103.789,17,0,4,1,1
1.351,103.790,14,13,8,1,13
1.351,103.791,19,8,17,3,10
1.351,103.792,17,20,20,12,1
1.351,103.795,10,17,13,5,17
1.351,103.801,9,17,12,1,10
1.351,103.803,18,16,16,5,4
1.351,103.806,14,11,8,1,15
1.351,103.807,10,8,10,10,8
1.351,103.812,11,5,16,11,12
1.351,103.813,12,19,15,3,12
1.351,103.814,15,16,13,2,3
1.351,103.816,10,19,7,11,14
1.351,103.817,12,14,12,1,10
1.351,103.819,11,14,11,1,13
1.351,103.823,12,12,17,6,8
1.351,103.824,8,15,11,5,11
1.351,103.825,7,10,3,9,1
1.351,103.827,11,13,6,2,4
1.351,103.828,8,12,11,5,3
1.351,103.832,6,15,8,6,1
1.351,103.835,9,6,13,7,6
1.351,103.843,4,13,4,2,9
1.351,103.845,7,12,12,9,7
1.351,103.851,11,10,13,7,3
1.351,103.853,10,15,8,6,3
1.351,103.854,12,6,10,4,4
1.351,103.856,12,6,10,4,12
1.351,103.858,4,3,1,6,3
1.351,103.860,9,10,6,11,6
1.351,103.861,7,7,5,3,9
1.351,103.862,13,7,9,3,9
1.351,103.865,4,11,6,13,5
1.351,103.867,7,9,8,10,10
1.351,103.868,12,18,14,1,5
1.351,103.871,10,17,12,8,14
1.351,103.872,15,16,10,12,12
1.351,103.874,8,16,11,3,8
1.351,103.877,12,18,7,7,9
1.351,103.878,14,17,16,12,14
1.351,103.879,11,17,17,12,13
1.351,103.880,13,7,16,10,18
1.351,103.881,10,19,11,7,14
1.351,103.884,10,12,8,12,13
1.351,103.885,17,17,16,9,11
1.351,103.886,15,9,15,16,13
1.351,103.889,10,17,4,13,10
1.351,103.890,8,19,6,10,5
1.351,103.892,15,16,4,11,16
1.351,103.894,14,19,7,5,14
1.351,103.895,18,4,16,15,16
1.351,103.899,6,20,9,11,14
1.351,103.902,9,19,14,17,15
1.351,103.903,13,17,16,13,13
1.351,103.905,11,0,7,17,13
1.351,103.906,14,0,6,16,16
1.351,103.907,10,0,15,13,20
1.351,103.908,5,20,17,14,20
1.351,103.909,18,14,10,18,11
1.351,103.910,15,0,16,15,18
1.351,103.912,8,0,14,17,15
1.351,103.914,16,3,12,20,12
1.351,103.916,18,20,17,19,18
1.351,103.917,13,0,13,9,0
1.351,103.919,14,0,20,17,10
1.351,103.920,13,7,12,13,1
1.351,103.923,20,14,8,6,11
1.351,103.924,10,0,18,18,12
1.351,103.925,17,0,14,19,16
1.351,103.926,13,0,16,16,0
1.351,103.934,14,15,16,19,20
1.351,103.937,10,0,11,16,1
1.351,103.938,7,20,3,19,16
1.351,103.939,14,0,17,14,17
1.351,103.941,20,0,14,15,0
1.351,103.942,20,0,13,20,17
1.351,103.944,14,19,14,18,2
1.351,103.947,0,0,12,1,0
1.351,103.948,18,0,18,20,19
1.351,103.951,13,1,9,0,0
1.351,103.953,0,0,17,0,0
1.351,103.955,6,6,10,3,18
1.351,103.956,19,0,7,10,18
1.351,103.958,0,0,18,13,13
1.351,103.961,5,0,2,18,2
1.351,103.969,19,1,4,20,0
1.351,103.985,2,18,1,20,8
1.352,103.716,18,0,0,15,19
1.352,103.717,13,9,0,20,1
1.352,103.744,0,0,0,14,0
1.352,103.745,0,0,19,1,11
1.352,103.748,10,0,0,16,1
1.352,103.749,0,0,17,18,0
1.352,103.751,20,0,0,20,0
1.352,103.763,3,0,0,19,1
1.352,103.768,15,19,11,20,13
1.352,103.769,20,1,0,18,20
1.352,103.772,5,0,13,17,8
1.352,103.774,17,18,7,6,2
1.352,103.775,12,0,17,4,4
1.352,103.777,17,0,12,1,7
1.352,103.778,15,0,18,12,12
1.352,103.779,16,19,18,12,12
1.352,103.780,12,6,18,3,12
1.352,103.782,16,0,13,9,13
1.352,103.784,17,16,15,13,11
1.352,103.789,18,0,10,11,11
1.352,103.790,15,0,18,4,17
1.352,103.791,18,20,15,15,10
1.352,103.793,7,16,17,5,13
1.352,103.795,12,19,14,2,18
1.352,103.796,13,17,13,1,2
1.352,103.797,14,14,13,2,16
1.352,103.798,16,11,19,2,3
1.352,103.799,2,1,12,6,5
1.352,103.801,14,15,1,2,8
1.352,103.802,11,7,12,3,17
1.352,103.804,15,16,4,7,9
1.352,103.806,6,7,10,12,3
1.352,103.807,15,16,16,8,12
1.352,103.808,10,4,14,7,2
1.352,103.813,13,11,13,1,15
1.352,103.815,7,7,16,4,15
1.352,103.817,7,10,10,1,9
1.352,103.819,6,12,10,7,5
1.352,103.821,7,13,10,6,4
1.352,103.824,12,5,10,5,8
1.352,103.825,9,6,4,1,10
1.352,103.826,10,17,9,4,14
1.352,103.827,13,9,6,6,12
1.352,103.830,11,11,5,3,9
1.352,103.831,9,11,11,8,12
1.352,103.832,9,5,10,6,7
1.352,103.834,7,6,8,9,11
1.352,103.835,5,14,8,3,10
1.352,103.836,11,18,11,9,10
1.352,103.837,4,15,1,3,4
1.352,103.838,8,10,11,6,5
1.352,103.839,12,9,11,9,3
1.352,103.841,5,9,8,4,9
1.352,103.843,5,15,5,2,9
1.352,103.845,4,14,6,5,1
1.352,103.849,10,17,3,6,8
1.352,103.850,5,11,3,8,10
1.352,103.852,7,5,11,5,2
1.352,103.853,9,17,7,3,2
1.352,103.858,5,19,15,2,9
1.352,103.859,9,17,12,2,5
1.352,103.860,11,5,10,9,12
1.352,103.861,9,14,5,7,11
1.352,103.863,13,12,13,3,10
1.352,103.865,14,10,13,2,12
1.352,103.866,15,14,13,3,4
1.352,103.868,9,7,4,4,5
1.352,103.873,3,7,8,1,12
1.352,103.878,12,4,10,11,12
1.352,103.880,13,8,14,2,4
1.352,103.881,16,14,13,11,14
1.352,103.883,12,6,13,9,9
1.352,103.884,16,12,12,15,13
1.352,103.886,10,15,13,1,5
1.352,103.887,7,19,11,14,15
1.352,103.890,1,12,13,14,10
1.352,103.891,8,13,12,6,14
1.352,103.893,14,16,3,14,1
1.352,103.896,6,18,11,13,10
1.352,103.899,18,17,13,11,18
1.352,103.903,5,8,10,14,15
1.352,103.905,17,0,12,10,13
1.352,103.907,17,0,1,16,17
1.352,103.908,16,0,9,13,1
1.352,103.909,13,0,19,19,20
1.352,103.910,18,0,6,14,13
1.352,103.911,15,0,0,20,3
1.352,103.912,12,15,19,15,19
1.352,103.913,8,1,5,16,8
1.352,103.915,14,0,7,17,14
1.352,103.920,13,0,3,8,10
1.352,103.921,16,0,16,10,6
1.352,103.924,8,6,16,18,0
1.352,103.925,14,15,11,20,19
1.352,103.927,17,1,16,20,20
1.352,103.928,16,15,14,15,14
1.352,103.929,14,0,15,9,1
1.352,103.930,10,0,1,17,16
1.352,103.933,16,12,1,16,14
1.352,103.935,12,12,16,17,18
1.352,103.936,17,0,11,0,19
1.352,103.939,19,0,20,17,14
1.352,103.940,16,0,19,17,15
1.352,103.944,8,17,15,19,15
1.352,103.947,13,17,19,20,18
1.352,103.980,16,0,4,10,17
1.352,103.985,9,0,5,9,0
1.352,103.986,6,0,7,18,20
1.352,103.987,13,0,5,19,16
1.353,103.742,0,0,16,0,13
1.353,103.743,3,0,12,0,0
1.353,103.748,15,0,20,0,19
1.353,103.749,11,1,0,0,17
1.353,103.754,12,0,0,0,13
1.353,103.759,20,0,13,16,2
1.353,103.764,0,20,0,18,17
1.353,103.766,1,0,15,17,1
1.353,103.771,7,0,1,17,20
1.353,103.773,20,0,17,17,2
1.353,103.774,20,6,6,14,16
1.353,103.775,17,1,17,3,10
1.353,103.776,14,0,16,17,9
1.353,103.779,13,10,17,12,9
1.353,103.783,12,0,7,15,11
1.353,103.787,16,0,13,1,15
1.353,103.788,18,16,17,12,5
1.353,103.789,20,13,12,14,13
1.353,103.794,12,17,10,5,11
1.353,103.795,1,16,12,1,15
1.353,103.796,18,0,19,8,1
1.353,103.797,14,6,14,1,12
1.353,103.801,10,10,6,1,4
1.353,103.803,15,11,9,9,16
1.353,103.805,16,13,18,2,10
1.353,103.806,8,8,7,2,15
1.353,103.807,18,16,10,1,2
1.353,103.808,5,1,10,3,2
1.353,103.811,14,9,18,6,3
1.353,103.814,13,16,17,3,12
1.353,103.816,16,9,7,4,5
1.353,103.817,18,8,13,7,8
1.353,103.819,14,4,12,3,14
1.353,103.820,15,15,15,4,10
1.353,103.821,13,10,14,2,6
1.353,103.823,14,20,14,9,8
1.353,103.826,11,9,13,8,15
1.353,103.827,13,3,13,4,13
1.353,103.831,12,9,6,2,8
1.353,103.835,8,3,11,1,9
1.353,103.837,6,8,7,8,8
1.353,103.839,4,9,6,7,8
1.353,103.843,13,9,8,5,12
1.353,103.844,6,9,8,4,6
1.353,103.850,9,19,12,3,7
1.353,103.853,9,13,4,5,9
1.353,103.858,11,15,9,7,9
1.353,103.859,10,19,15,6,11
1.353,103.862,6,5,9,12,11
1.353,103.863,11,8,12,7,11
1.353,103.864,9,12,4,6,5
1.353,103.866,10,19,8,4,8
1.353,103.868,9,12,10,2,11
1.353,103.870,6,15,5,7,6
1.353,103.871,13,13,14,11,10
1.353,103.874,11,11,7,2,12
1.353,103.875,8,18,13,7,11
1.353,103.876,13,14,5,7,8
1.353,103.877,7,16,11,2,7
1.353,103.878,1,18,14,10,11
1.353,103.887,12,0,14,8,17
1.353,103.889,10,8,8,15,13
1.353,103.890,7,1,16,12,5
1.353,103.892,5,15,11,9,19
1.353,103.893,17,18,11,12,13
1.353,103.894,12,19,12,11,17
1.353,103.896,2,1,3,17,4
1.353,103.898,9,0,13,19,10
1.353,103.900,9,20,9,17,19
1.353,103.901,7,0,8,14,14
1.353,103.903,17,2,14,10,12
1.353,103.904,5,1,8,13,6
1.353,103.907,9,17,14,20,18
1.353,103.911,4,0,13,11,14
1.353,103.912,18,0,19,1,13
1.353,103.914,7,15,2,13,16
1.353,103.915,17,9,13,20,17
1.353,103.917,18,0,20,20,5
1.353,103.920,15,11,12,13,17
1.353,103.921,5,15,12,16,1
1.353,103.923,17,0,18,14,6
1.353,103.925,10,18,15,17,0
1.353,103.929,5,0,2,19,3
1.353,103.933,20,1,10,16,13
1.353,103.935,1,0,6,19,16
1.353,103.940,19,0,4,16,17
1.353,103.944,15,16,14,16,12
1.353,103.945,16,17,14,15,13
1.353,103.946,20,0,14,16,19
1.353,103.950,10,0,0,19,8
1.353,103.951,10,7,18,9,20
1.353,103.952,20,11,11,20,20
1.353,103.956,1,1,19,13,15
1.353,103.960,20,0,2,1,19
1.353,103.975,1,1,1,0,0
1.353,103.979,14,0,4,0,1
1.353,103.981,5,0,15,0,0
1.353,103.988,2,0,1,0,0
1.354,103.740,13,0,17,12,13
1.354,103.752,18,0,9,19,19
1.354,103.754,20,0,0,1,18
1.354,103.755,0,0,0,4,0
1.354,103.762,2,0,8,11,18
1.354,103.763,0,0,0,19,0
1.354,103.764,13,1,11,15,14
1.354,103.766,16,0,0,0,11
1.354,103.767,14,0,20,0,0
1.354,103.769,12,0,18,14,9
1.354,103.770,15,0,16,12,14
1.354,103.772,19,0,0,12,11
1.354,103.773,5,0,0,17,17
1.354,103.774,19,0,16,3,8
1.354,103.775,17,0,18,16,20
1.354,103.778,19,19,18,9,14
1.354,103.780,14,15,20,15,4
1.354,103.781,1,8,14,7,14
1.354,103.783,13,14,18,2,9
1.354,103.784,7,15,10,2,1
1.354,103.786,7,17,13,9,5
1.354,103.788,19,0,18,13,12
1.354,103.790,17,16,15,15,14
1.354,103.794,15,19,1,2,10
1.354,103.796,9,0,15,12,5
1.354,103.798,9,15,13,8,1
1.354,103.799,1,12,18,1,3
1.354,103.802,7,15,8,8,7
1.354,103.804,14,19,16,7,2
1.354,103.805,16,20,7,4,8
1.354,103.806,4,9,13,2,11
1.354,103.810,17,18,14,5,11
1.354,103.811,11,11,15,4,1
1.354,103.812,13,15,8,8,8
1.354,103.815,8,20,6,2,6
1.354,103.817,9,14,4,2,9
1.354,103.818,1,2,7,4,11
1.354,103.819,11,11,13,2,14
1.354,103.821,6,11,15,5,9
1.354,103.822,9,2,10,2,3
1.354,103.823,10,16,11,5,11
1.354,103.824,7,14,13,5,9
1.354,103.826,5,17,10,3,13
1.354,103.829,8,4,3,9,10
1.354,103.830,9,8,5,11,10
1.354,103.833,8,17,12,10,7
1.354,103.835,10,12,13,2,3
1.354,103.840,16,14,10,7,9
1.354,103.842,3,5,7,6,8
1.354,103.843,3,18,9,7,5
1.354,103.844,7,3,5,8,2
1.354,103.846,5,9,10,6,5
1.354,103.847,10,20,8,9,5
1.354,103.850,8,8,12,8,10
1.354,103.853,6,13,8,2,12
1.354,103.854,7,12,11,7,2
1.354,103.855,10,8,13,6,10
1.354,103.856,10,19,10,9,4
1.354,103.857,9,15,9,3,8
1.354,103.859,8,13,9,6,11
1.354,103.860,8,7,11,4,6
1.354,103.862,10,19,12,2,15
1.354,103.863,11,20,9,3,11
1.354,103.866,12,17,12,3,9
1.354,103.867,4,12,12,5,1
1.354,103.870,7,11,11,6,10
1.354,103.872,6,5,11,9,3
1.354,103.874,13,18,12,10,4
1.354,103.876,7,19,11,8,14
1.354,103.877,13,11,14,10,11
1.354,103.878,15,20,8,11,12
1.354,103.879,18,18,11,10,10
1.354,103.880,9,6,15,6,4
1.354,103.885,13,19,12,4,14
1.354,103.887,11,5,15,13,6
1.354,103.892,19,20,11,12,14
1.354,103.893,16,0,9,5,19
1.354,103.894,15,5,9,12,14
1.354,103.896,9,0,6,18,19
1.354,103.897,16,14,13,9,18
1.354,103.898,1,2,15,15,16
1.354,103.903,1,0,8,16,3
1.354,103.904,8,14,1,14,8
1.354,103.905,13,0,9,13,17
1.354,103.907,17,20,14,19,4
1.354,103.908,18,9,10,16,19
1.354,103.909,17,1,8,0,20
1.354,103.910,8,0,2,16,16
1.354,103.912,13,0,12,1,20
1.354,103.913,17,2,15,19,16
1.354,103.914,11,16,17,4,13
1.354,103.916,5,16,20,18,18
1.354,103.918,19,0,18,20,20
1.354,103.920,15,1,19,14,0
1.354,103.923,18,0,20,18,18
1.354,103.925,14,0,10,18,2
1.354,103.926,5,0,7,18,5
1.354,103.932,20,0,20,16,20
1.354,103.936,12,0,5,19,6
1.354,103.938,12,14,11,17,0
1.354,103.941,7,0,6,2,19
1.354,103.943,8,0,20,3,8
1.354,103.948,11,0,20,20,19
1.354,103.949,16,16,0,19,20
1.354,103.953,18,20,20,13,17
1.354,103.957,13,0,9,11,16
1.354,103.958,11,0,11,11,9
1.354,103.962,15,4,10,18,0
1.354,103.964,1,0,2,0,0
1.354,103.974,3,0,5,20,15
1.354,103.986,2,0,1,20,17
1.354,103.987,2,0,1,14,2
1.354,103.988,11,0,2,0,19
1.355,103.739,19,0,20,3,14
1.355,103.741,14,0,20,19,15
1.355,103.745,0,0,0,18,4
1.355,103.748,14,0,0,16,13
1.355,103.749,0,0,7,19,18
1.355,103.763,17,2,14,20,10
1.355,103.769,20,0,0,12,5
1.355,103.772,18,15,19,17,7
1.355,103.773,20,0,0,17,17
1.355,103.774,18,17,17,1,15
1.355,103.775,19,18,16,16,19
1.355,103.776,18,0,15,16,18
1.355,103.777,18,0,18,19,1
1.355,103.778,20,7,19,13,16
1.355,103.780,9,7,2,13,10
1.355,103.782,17,16,17,14,5
1.355,103.785,19,20,2,6,1
1.355,103.787,20,0,18,10,16
1.355,103.788,18,3,18,4,10
1.355,103.789,16,18,11,6,12
1.355,103.790,6,19,9,1,12
1.355,103.791,9,16,13,11,11
1.355,103.792,16,18,16,12,2
1.355,103.796,18,18,16,13,4
1.355,103.797,12,20,10,12,1
1.355,103.799,18,8,13,8,13
1.355,103.801,7,15,12,3,12
1.355,103.802,13,18,13,11,15
1.355,103.803,11,8,10,1,2
1.355,103.804,12,15,1,10,4
1.355,103.807,12,17,16,7,5
1.355,103.810,4,14,14,4,3
1.355,103.812,10,11,16,11,14
1.355,103.813,15,5,15,4,12
1.355,103.815,10,8,10,9,8
1.355,103.817,6,15,13,3,2
1.355,103.818,10,5,14,6,12
1.355,103.819,16,14,13,10,15
1.355,103.820,6,20,1,4,6
1.355,103.822,11,6,11,2,3
1.355,103.823,10,16,15,9,9
1.355,103.824,9,15,11,3,11
1.355,103.826,11,13,8,5,12
1.355,103.827,2,8,11,4,5
1.355,103.828,14,15,16,2,12
1.355,103.830,2,10,7,3,4
1.355,103.833,8,13,10,8,9
1.355,103.834,6,3,7,5,12
1.355,103.835,7,5,9,1,6
1.355,103.836,7,14,5,1,8
1.355,103.837,6,13,11,3,15
1.355,103.841,3,11,9,3,3
1.355,103.842,4,8,13,2,12
1.355,103.843,13,10,11,4,6
1.355,103.845,12,11,10,6,11
1.355,103.846,6,16,10,9,12
1.355,103.847,5,8,11,1,3
1.355,103.848,4,13,13,6,8
1.355,103.850,9,18,16,5,6
1.355,103.851,1,9,8,5,4
1.355,103.853,11,20,8,2,7
1.355,103.854,10,6,8,9,3
1.355,103.855,3,5,3,7,9
1.355,103.856,11,14,13,8,11
1.355,103.858,13,16,10,6,7
1.355,103.860,12,17,14,4,10
1.355,103.861,16,7,16,12,6
1.355,103.862,9,11,11,3,5
1.355,103.864,10,3,8,7,2
1.355,103.865,8,13,12,8,4
1.355,103.866,5,10,9,4,7
1.355,103.867,4,10,9,1,7
1.355,103.871,17,19,11,2,6
1.355,103.873,10,16,10,5,8
1.355,103.878,12,16,12,11,14
1.355,103.880,11,18,12,11,1
1.355,103.883,12,14,17,10,13
1.355,103.884,12,19,5,2,11
1.355,103.886,9,14,15,2,10
1.355,103.889,12,17,17,16,13
1.355,103.890,16,19,6,9,9
1.355,103.892,15,18,11,1,14
1.355,103.893,3,20,8,4,15
1.355,103.897,5,19,10,17,9
1.355,103.899,18,0,20,15,17
1.355,103.900,18,0,15,17,12
1.355,103.902,6,16,9,4,17
1.355,103.907,15,0,20,20,15
1.355,103.908,17,0,15,10,1
1.355,103.909,12,0,15,10,20
1.355,103.910,11,0,15,1,8
1.355,103.912,1,1,6,15,9
1.355,103.916,13,12,19,17,17
1.355,103.919,16,16,16,16,0
1.355,103.922,5,0,2,1,12
1.355,103.928,15,11,19,7,17
1.355,103.930,20,0,14,19,15
1.355,103.932,13,0,17,14,18
1.355,103.933,18,10,18,16,18
1.355,103.934,19,0,16,19,16
1.355,103.937,1,14,13,20,0
1.355,103.939,16,0,16,16,0
1.355,103.941,20,0,0,0,9
1.355,103.942,3,0,16,20,0
1.355,103.943,20,0,11,18,20
1.355,103.953,5,4,1,17,1
1.355,103.954,13,20,18,19,1
1.355,103.955,19,0,9,19,10
1.355,103.956,12,4,10,19,18
1.355,103.959,19,0,20,19,19
1.355,103.960,15,0,2,19,0
1.355,103.978,1,1,1,1,16
1.355,103.980,16,0,18,20,3
1.355,103.982,5,0,1,17,18
1.355,103.983,8,12,1,18,11
1.355,103.986,14,13,1,16,9
1.355,103.987,10,1,1,19,1
1.355,103.988,13,1,2,20,12
1.356,103.740,20,0,20,12,19
1.356,103.743,19,0,17,11,13
1.356,103.744,20,0,20,18,14
1.356,103.748,0,0,0,20,0
1.356,103.750,9,0,0,20,0
1.356,103.754,17,0,20,0,9
1.356,103.755,18,0,4,0,0
1.356,103.759,19,0,9,20,19
1.356,103.760,20,0,14,10,18
1.356,103.761,20,0,0,20,14
1.356,103.762,20,14,0,15,16
1.356,103.763,15,0,17,20,18
1.356,103.764,14,0,4,19,19
1.356,103.767,2,0,0,18,19
1.356,103.769,12,0,19,1,20
1.356,103.772,20,0,11,2,9
1.356,103.773,1,0,1,17,14
1.356,103.775,19,20,18,17,2
1.356,103.776,0,0,0,10,8
1.356,103.778,19,0,18,4,19
1.356,103.779,20,9,16,1,7
1.356,103.780,8,0,18,14,11
1.356,103.782,8,20,16,11,1
1.356,103.783,18,0,13,11,15
1.356,103.785,13,0,16,15,11
1.356,103.787,4,13,11,1,14
1.356,103.791,11,0,18,16,12
1.356,103.792,15,3,19,10,4
1.356,103.793,13,16,14,6,12
1.356,103.794,12,15,19,6,2
1.356,103.796,16,14,15,1,5
1.356,103.800,15,5,15,7,12
1.356,103.801,15,7,16,2,14
1.356,103.802,12,4,9,2,2
1.356,103.803,18,20,19,14,12
1.356,103.806,16,8,15,4,13
1.356,103.808,14,19,6,13,13
1.356,103.811,16,11,18,4,16
1.356,103.814,9,7,9,5,3
1.356,103.815,10,11,9,12,3
1.356,103.817,12,12,10,8,3
1.356,103.820,7,9,14,1,11
1.356,103.821,10,14,14,4,10
1.356,103.829,11,11,15,5,11
1.356,103.834,13,10,14,4,15
1.356,103.835,8,11,12,6,8
1.356,103.836,9,9,14,2,11
1.356,103.838,5,13,6,6,4
1.356,103.839,4,2,8,6,9
1.356,103.840,1,8,1,5,2
1.356,103.844,12,7,8,6,3
1.356,103.846,11,14,14,5,7
1.356,103.851,11,10,13,8,12
1.356,103.852,6,17,5,6,5
1.356,103.853,8,11,10,5,7
1.356,103.854,8,10,17,9,14
1.356,103.856,4,19,5,2,11
1.356,103.858,1,1,5,9,11
1.356,103.859,10,14,9,7,8
1.356,103.860,12,12,7,8,6
1.356,103.863,15,9,11,4,10
1.356,103.864,9,14,9,6,6
1.356,103.867,7,18,10,1,3
1.356,103.870,8,15,6,6,15
1.356,103.871,14,9,14,5,10
1.356,103.872,12,13,11,8,5
1.356,103.874,7,15,13,7,11
1.356,103.876,3,12,2,3,11
1.356,103.877,9,8,5,13,10
1.356,103.878,12,7,10,10,9
1.356,103.880,15,15,7,1,10
1.356,103.882,8,3,13,7,14
1.356,103.883,7,11,11,14,14
1.356,103.889,18,0,19,10,8
1.356,103.890,16,16,16,6,1
1.356,103.892,10,13,1,13,9
1.356,103.893,15,10,13,15,15
1.356,103.896,19,19,2,18,12
1.356,103.897,10,0,18,13,12
1.356,103.899,18,0,16,4,18
1.356,103.902,12,17,10,13,19
