latitude,longitude,beauty_medical_hs,sporting_goods_fb,restaurants_hs,apparel_fb
2.069,103.31,14,18,20,20
2.07,102.554,0,0,19,0
2.07,103.31,19,20,18,0
2.072,102.552,0,0,19,0
2.076,102.551,0,16,13,0
2.077,102.571,19,19,19,19
2.078,102.57,16,20,20,19
2.1,102.629,0,0,18,0
2.117,102.796,0,0,20,0
2.134,102.492,0,0,20,0
2.138,102.429,0,0,20,0
2.154,102.425,20,0,19,0
2.156,102.339,0,20,20,0
2.156,102.34,0,19,19,14
2.157,102.337,19,20,20,16
2.157,102.339,17,20,20,20
2.157,102.427,19,0,13,0
2.158,102.335,20,9,19,20
2.158,102.337,19,20,20,20
2.159,102.335,19,20,20,0
2.159,102.336,20,0,20,0
2.159,102.337,0,20,20,20
2.159,102.429,20,18,7,17
2.161,102.331,0,0,19,0
2.161,102.429,0,13,15,13
2.162,102.323,15,20,20,0
2.162,102.331,8,0,20,0
2.162,102.43,0,20,18,0
2.163,102.323,14,20,20,0
2.163,102.324,0,20,20,0
2.163,102.325,6,6,17,0
2.163,102.43,17,17,17,0
2.164,102.325,19,19,20,0
2.164,102.326,9,11,20,0
2.164,102.327,0,0,16,17
2.165,102.325,16,0,16,0
2.165,102.327,0,0,20,0
2.166,102.313,8,0,20,9
2.166,102.432,0,0,20,0
2.167,102.311,16,0,18,0
2.167,102.322,2,0,19,0
2.167,102.432,19,20,14,20
2.168,102.309,14,18,18,0
2.168,102.313,0,19,19,19
2.168,102.331,17,0,20,0
2.169,102.308,1,9,19,8
2.169,102.313,8,14,16,14
2.169,102.319,10,0,18,19
2.17,102.309,14,19,16,0
2.17,102.311,16,5,15,13
2.171,102.301,0,0,20,17
2.171,102.304,9,0,20,0
2.171,102.309,16,19,18,0
2.171,102.315,20,16,18,0
2.172,102.298,14,15,18,19
2.172,102.305,6,0,19,0
2.172,102.306,0,19,18,0
2.172,102.308,0,18,20,16
2.172,102.312,0,18,20,0
2.173,102.295,0,18,18,0
2.173,102.31,0,19,20,14
2.173,102.313,16,19,9,14
2.174,102.31,4,16,19,14
2.175,102.298,15,10,14,9
2.175,102.299,11,0,15,12
2.175,102.307,9,15,10,17
2.175,102.308,0,0,20,20
2.175,102.309,6,19,19,0
2.176,102.296,0,6,19,12
2.176,102.302,0,19,20,0
2.176,102.304,19,13,14,12
2.176,102.305,0,3,19,0
2.176,102.307,19,20,20,9
2.176,102.308,14,13,20,20
2.177,102.291,18,16,16,18
2.177,102.297,0,15,12,12
2.177,102.298,0,16,18,7
2.177,102.301,18,17,17,12
2.177,102.305,7,11,19,0
2.178,102.295,0,13,15,18
2.178,102.302,0,16,15,0
2.178,102.303,1,18,20,2
2.178,102.307,0,13,9,0
2.178,102.309,17,0,18,0
2.178,102.31,12,0,17,0
2.179,102.286,2,15,16,4
2.179,102.287,0,19,15,0
2.179,102.292,13,19,19,0
2.179,102.3,13,0,16,0
2.179,102.304,0,8,18,0
2.179,102.306,0,16,20,0
2.18,102.285,0,6,20,19
2.18,102.289,4,9,9,12
2.18,102.292,14,16,20,0
2.18,102.295,11,6,17,8
2.18,102.3,2,17,14,0
2.18,102.304,12,18,19,0
2.181,102.286,19,12,18,17
2.181,102.3,19,12,17,19
2.181,102.304,0,0,16,16
2.182,102.286,17,16,14,10
2.182,102.291,6,16,8,10
2.182,102.294,10,8,15,16
2.182,102.296,12,16,3,4
2.182,102.298,14,19,20,20
2.183,102.279,17,4,20,7
2.183,102.285,4,16,4,0
2.183,102.29,17,7,9,3
2.183,102.296,16,19,20,20
2.183,102.297,18,11,17,0
2.183,102.309,0,12,13,9
2.184,102.275,7,10,16,0
2.184,102.279,10,18,15,12
2.184,102.284,13,0,4,0
2.184,102.291,0,7,5,4
2.184,102.294,9,11,19,20
2.184,102.295,12,17,15,0
2.184,102.296,14,13,20,0
2.184,102.303,0,18,18,0
2.185,102.263,0,18,9,17
2.185,102.288,0,12,12,0
2.185,102.289,1,0,17,17
2.185,102.29,15,16,7,4
2.185,102.292,20,20,17,20
2.185,102.294,14,14,19,0
2.185,102.323,0,0,19,0
2.186,102.258,20,20,10,20
2.186,102.259,10,18,14,9
2.186,102.26,20,0,13,16
2.186,102.285,2,6,6,0
2.186,102.286,3,3,9,3
2.186,102.288,5,3,9,18
2.186,102.289,15,0,13,18
2.186,102.292,5,20,16,19
2.186,102.298,17,16,19,18
2.187,102.259,9,13,1,2
2.187,102.277,4,19,1,2
2.187,102.28,4,11,20,14
2.187,102.282,19,19,19,9
2.187,102.283,12,19,17,17
2.187,102.289,16,20,20,19
2.187,102.291,19,11,17,0
2.187,102.295,10,18,20,0
2.188,102.255,11,10,1,6
2.188,102.257,20,0,17,15
2.188,102.27,2,15,8,1
2.188,102.273,16,18,7,12
2.188,102.276,14,15,13,1
2.188,102.279,0,4,18,0
2.188,102.281,2,3,6,5
2.188,102.284,3,15,12,5
2.188,102.285,13,18,12,0
2.188,102.286,12,1,6,14
2.188,102.287,13,11,12,20
2.188,102.29,18,18,16,1
2.188,102.293,20,18,12,17
2.188,102.295,12,15,13,15
2.188,102.296,12,0,13,9
2.189,102.253,14,16,7,20
2.189,102.256,18,17,12,11
2.189,102.257,0,9,19,17
2.189,102.271,16,10,10,1
2.189,102.273,11,13,15,5
2.189,102.276,0,0,19,19
2.189,102.278,14,19,10,10
2.189,102.281,11,8,18,9
2.189,102.282,20,19,18,11
2.189,102.283,17,20,20,5
2.189,102.284,20,16,12,9
2.189,102.287,5,17,17,0
2.189,102.288,18,19,14,2
2.189,102.29,12,19,18,0
2.189,102.295,12,14,18,15
2.19,102.257,0,20,20,19
2.19,102.261,0,0,20,17
2.19,102.272,3,16,10,0
2.19,102.276,13,15,15,17
2.19,102.28,17,17,16,15
2.19,102.281,11,12,17,20
2.19,102.285,6,12,8,5
2.19,102.288,7,10,1,1
2.19,102.289,2,15,13,17
2.19,102.29,18,0,18,12
2.19,102.293,13,12,6,17
2.191,102.255,17,13,4,1
2.191,102.256,20,17,3,15
2.191,102.257,0,18,15,2
2.191,102.258,0,15,18,6
2.191,102.262,17,19,12,0
2.191,102.266,12,12,6,12
2.191,102.268,0,0,18,14
2.191,102.272,3,13,10,2
2.191,102.274,1,3,3,12
2.191,102.275,13,15,11,17
2.191,102.276,7,6,15,1
2.191,102.279,14,1,13,16
2.191,102.28,11,9,16,19
2.191,102.283,14,18,16,15
2.191,102.284,10,16,12,18
2.191,102.285,0,18,16,20
2.191,102.286,14,9,9,14
2.191,102.288,2,5,4,3
2.191,102.295,4,6,13,6
2.192,102.253,8,18,8,6
2.192,102.254,11,8,16,14
2.192,102.256,16,14,8,18
2.192,102.257,18,17,18,15
2.192,102.258,1,12,6,4
2.192,102.27,12,14,12,7
2.192,102.275,13,20,16,0
2.192,102.276,1,13,18,5
2.192,102.277,11,0,16,18
2.192,102.279,14,16,15,18
2.193,102.254,13,13,8,1
2.193,102.255,12,6,2,3
2.193,102.257,16,13,19,13
2.193,102.262,0,0,11,11
2.193,102.268,8,17,3,8
2.193,102.275,8,10,12,3
2.193,102.276,14,1,5,11
2.193,102.28,18,13,19,16
2.193,102.284,15,6,18,12
2.193,102.285,7,14,10,11
2.193,102.287,15,0,20,0
2.193,102.288,18,12,15,9
2.193,102.295,18,9,17,12
2.194,102.236,5,19,2,10
2.194,102.248,19,0,5,2
2.194,102.25,0,0,5,0
2.194,102.252,15,16,20,2
2.194,102.254,5,7,2,4
2.194,102.257,12,15,17,0
2.194,102.26,4,15,17,12
2.194,102.261,14,11,7,14
2.194,102.263,16,18,18,9
2.194,102.269,10,14,11,3
2.194,102.27,0,12,19,0
2.194,102.271,1,1,13,8
2.194,102.274,9,20,17,19
2.194,102.275,13,18,12,13
2.194,102.276,17,16,18,0
2.194,102.279,9,10,12,12
2.194,102.28,0,15,10,15
2.194,102.288,0,15,17,0
2.195,102.25,19,11,12,11
2.195,102.252,13,17,9,20
2.195,102.259,1,15,11,1
2.195,102.26,0,18,17,9
2.195,102.265,14,12,8,2
2.195,102.267,18,14,9,9
2.195,102.269,11,14,9,5
2.195,102.27,9,8,8,15
2.195,102.272,9,18,4,7
2.195,102.275,1,4,10,2
2.195,102.276,13,9,14,15
2.195,102.279,4,17,17,8
2.195,102.287,16,8,20,15
2.195,102.288,6,18,19,0
2.196,102.255,0,17,9,13
2.196,102.256,8,15,7,8
2.196,102.264,9,15,5,0
2.196,102.269,3,8,15,1
2.196,102.273,5,4,17,7
2.196,102.275,16,17,12,13
2.196,102.279,17,18,19,13
2.196,102.282,20,7,11,5
2.196,102.283,7,6,15,0
2.196,102.285,0,7,19,17
2.196,102.286,14,12,10,13
2.196,102.31,6,0,14,8
2.196,102.313,0,15,19,0
2.197,102.246,1,2,1,1
2.197,102.247,13,0,11,18
2.197,102.25,18,0,14,0
2.197,102.253,14,12,14,16
2.197,102.254,5,11,8,12
2.197,102.255,17,15,14,9
2.197,102.256,4,1,3,5
2.197,102.262,2,19,5,11
2.197,102.263,14,6,10,18
2.197,102.267,12,20,14,12
2.197,102.269,12,18,16,11
2.197,102.27,18,19,18,9
2.197,102.271,3,1,8,1
2.197,102.273,9,13,2,8
2.197,102.275,17,0,18,10
2.197,102.277,5,0,19,0
2.197,102.285,10,0,18,17
2.197,102.286,16,0,18,18
2.197,102.29,2,0,19,7
2.198,102.244,0,9,1,14
2.198,102.245,20,9,1,19
2.198,102.246,6,13,10,1
2.198,102.252,17,17,10,11
2.198,102.253,4,10,6,2
2.198,102.258,16,20,15,14
2.198,102.259,14,11,1,14
2.198,102.26,17,16,12,13
2.198,102.266,14,10,2,11
2.198,102.267,17,16,12,14
2.198,102.272,8,17,7,1
2.198,102.273,16,20,18,6
2.198,102.276,9,14,11,5
2.198,102.281,14,19,14,6
2.198,102.282,15,17,18,11
2.198,102.29,1,19,19,0
2.199,102.248,1,13,4,1
2.199,102.25,4,17,12,20
2.199,102.253,9,16,13,15
2.199,102.255,5,1,2,4
2.199,102.256,16,13,14,6
2.199,102.257,0,5,7,3
2.199,102.258,9,19,12,8
2.199,102.259,6,14,5,19
2.199,102.261,1,13,11,10
2.199,102.263,9,18,12,0
2.199,102.265,4,16,15,0
2.199,102.268,16,12,9,9
2.199,102.271,16,0,16,20
2.199,102.276,6,14,11,6
2.199,102.277,11,0,9,7
2.199,102.278,11,14,11,2
2.199,102.281,0,20,20,20
2.199,102.282,13,9,20,16
2.199,102.289,7,14,15,18
2.199,102.291,17,19,19,0
2.2,102.231,0,0,20,13
2.2,102.241,9,17,14,12
2.2,102.243,2,11,1,19
2.2,102.244,19,20,5,14
2.2,102.245,5,20,13,6
2.2,102.246,14,18,10,20
2.2,102.248,16,19,11,15
2.2,102.253,11,16,16,14
2.2,102.254,15,11,6,4
2.2,102.257,8,14,14,13
2.2,102.26,12,8,13,13
2.2,102.264,9,2,10,4
2.2,102.265,4,1,10,15
2.2,102.268,10,17,11,1
2.2,102.269,10,17,17,14
2.2,102.271,19,5,9,9
2.2,102.272,18,18,17,0
2.2,102.273,18,11,18,20
2.2,102.275,7,19,15,14
2.2,102.277,14,9,16,0
2.2,102.279,12,9,8,8
2.2,102.28,0,9,18,16
2.2,102.281,17,18,18,16
2.2,102.289,10,9,13,2
2.2,102.292,17,15,15,0
2.2,102.295,14,14,19,18
2.201,102.241,4,17,10,3
2.201,102.244,0,18,13,20
2.201,102.247,7,12,3,10
2.201,102.248,6,14,5,7
2.201,102.249,1,9,5,4
2.201,102.253,17,10,5,15
2.201,102.254,0,8,15,16
2.201,102.256,16,18,18,16
2.201,102.259,12,11,10,8
2.201,102.26,12,20,17,9
2.201,102.261,7,13,11,11
2.201,102.264,0,0,18,15
2.201,102.268,16,0,18,20
2.201,102.269,13,7,13,10
2.201,102.27,1,8,8,11
2.201,102.271,18,13,14,13
2.201,102.272,4,10,19,4
2.201,102.275,7,11,14,12
2.201,102.276,1,12,6,0
2.201,102.278,17,17,12,9
2.201,102.279,16,4,1,3
2.201,102.28,6,15,13,10
2.201,102.282,6,9,13,10
2.201,102.287,15,12,15,6
2.201,102.309,0,10,10,17
2.201,102.314,0,11,13,0
2.202,102.241,2,13,4,7
2.202,102.243,1,7,7,1
2.202,102.244,11,9,10,6
2.202,102.245,4,9,1,16
2.202,102.246,10,18,8,13
2.202,102.247,9,14,14,15
2.202,102.249,4,11,4,10
2.202,102.252,9,14,11,10
2.202,102.259,17,7,8,0
2.202,102.261,17,12,7,19
2.202,102.262,9,17,19,0
2.202,102.265,18,11,15,20
2.202,102.266,7,11,17,10
2.202,102.271,20,20,8,3
2.202,102.272,19,18,11,19
2.202,102.273,13,20,17,10
2.202,102.274,5,8,5,2
2.202,102.277,13,18,15,0
2.202,102.278,0,0,19,0
2.202,102.282,0,18,16,17
2.202,102.285,3,0,4,6
2.202,102.304,0,13,18,0
2.202,102.312,13,18,19,16
2.203,102.238,0,0,10,13
2.203,102.239,10,15,3,7
2.203,102.241,7,13,1,5
2.203,102.243,3,17,1,11
2.203,102.25,16,4,3,18
2.203,102.253,9,16,2,16
2.203,102.26,12,16,16,18
2.203,102.261,19,10,15,9
2.203,102.263,18,20,10,19
2.203,102.265,20,16,13,10
2.203,102.268,3,8,4,2
2.203,102.273,20,18,18,0
2.203,102.275,12,2,13,16
2.203,102.276,3,11,11,0
2.203,102.291,18,0,5,15
2.203,102.292,10,0,20,0
2.203,102.293,0,5,10,17
2.203,102.299,14,18,20,6
2.203,102.306,10,16,19,17
2.204,102.241,18,4,6,17
2.204,102.242,8,20,8,4
2.204,102.243,12,4,2,2
2.204,102.244,7,15,3,11
2.204,102.246,7,11,2,3
2.204,102.248,7,18,11,2
2.204,102.249,7,10,8,6
2.204,102.25,5,10,16,13
2.204,102.255,9,8,1,13
2.204,102.257,13,6,9,3
2.204,102.258,13,6,11,9
2.204,102.259,12,17,3,12
2.204,102.26,7,18,19,6
2.204,102.261,8,8,6,17
2.204,102.262,7,17,11,4
2.204,102.263,11,15,17,7
2.204,102.264,14,20,13,15
2.204,102.265,15,14,16,6
2.204,102.266,9,14,18,9
2.204,102.267,2,18,16,11
2.204,102.268,13,11,11,14
2.204,102.269,0,19,18,18
2.204,102.271,19,14,7,7
2.204,102.272,12,13,8,2
2.204,102.275,16,17,11,19
2.204,102.277,16,16,18,18
2.204,102.278,11,13,10,10
2.205,102.238,0,19,9,0
2.205,102.244,6,14,2,9
2.205,102.246,7,15,9,14
2.205,102.247,1,8,2,4
2.205,102.25,10,9,5,3
2.205,102.252,15,18,13,12
2.205,102.253,2,2,12,8
2.205,102.254,17,14,5,14
2.205,102.257,11,8,7,6
2.205,102.259,3,0,9,20
2.205,102.26,7,8,13,0
2.205,102.263,7,7,8,8
2.205,102.266,12,17,12,17
2.205,102.267,19,19,17,18
2.205,102.273,16,0,18,0
2.205,102.274,8,8,4,8
2.205,102.281,18,0,20,19
2.206,102.236,5,9,4,8
2.206,102.241,2,4,2,3
2.206,102.242,10,17,4,12
2.206,102.245,8,16,12,8
2.206,102.247,9,15,6,6
2.206,102.249,13,14,14,4
2.206,102.25,5,14,13,10
2.206,102.252,6,12,6,12
2.206,102.253,10,11,8,15
2.206,102.254,10,7,14,20
2.206,102.255,11,13,8,9
2.206,102.258,6,20,15,12
2.206,102.265,16,12,10,13
2.206,102.266,11,16,16,11
2.206,102.267,17,6,7,19
2.206,102.268,17,17,16,19
2.206,102.269,4,8,7,15
2.206,102.27,20,12,12,18
2.206,102.274,17,0,19,17
2.206,102.275,9,11,13,8
2.206,102.278,0,14,7,0
2.206,102.281,3,14,4,8
2.206,102.284,3,18,19,17
2.206,102.285,17,18,14,0
2.206,102.291,11,0,18,0
2.206,102.295,15,19,11,18
2.207,102.234,0,0,19,0
2.207,102.238,0,6,16,0
2.207,102.24,10,0,14,10
2.207,102.241,4,15,6,9
2.207,102.242,3,11,10,10
2.207,102.246,13,17,11,19
2.207,102.25,12,12,10,10
2.207,102.252,9,16,7,8
2.207,102.255,14,12,9,11
2.207,102.256,16,14,10,13
2.207,102.257,11,15,15,14
2.207,102.259,11,17,18,15
2.207,102.26,18,17,5,13
2.207,102.262,20,14,11,20
2.207,102.263,10,9,9,4
2.207,102.265,0,13,8,15
2.207,102.267,4,11,7,10
2.207,102.268,14,17,7,12
2.207,102.27,14,19,10,14
2.207,102.272,10,2,1,6
2.207,102.275,15,14,12,19
2.207,102.278,12,11,9,16
2.207,102.279,12,0,19,8
2.207,102.289,15,14,18,0
2.207,102.29,3,3,16,0
2.207,102.292,15,12,14,0
2.208,102.218,14,0,15,14
2.208,102.239,3,15,4,0
2.208,102.24,1,15,8,19
2.208,102.242,11,17,12,2
2.208,102.246,15,16,10,11
2.208,102.247,6,14,8,16
2.208,102.248,8,13,12,4
2.208,102.249,10,11,9,10
2.208,102.256,11,19,10,3
2.208,102.257,4,9,12,12
2.208,102.259,7,14,2,12
2.208,102.26,5,16,2,16
2.208,102.261,17,3,8,17
2.208,102.262,0,18,18,0
2.208,102.264,14,0,15,0
2.208,102.266,9,17,16,15
2.208,102.267,14,11,15,14
2.208,102.268,15,14,11,19
2.208,102.27,5,9,9,14
2.208,102.271,20,14,16,16
2.208,102.272,19,8,17,18
2.208,102.277,3,1,1,6
2.208,102.283,1,3,7,8
2.208,102.285,2,1,5,2
2.209,102.218,19,0,20,0
2.209,102.235,0,15,17,0
2.209,102.237,14,12,8,13
2.209,102.238,14,11,18,17
2.209,102.24,6,1,4,19
2.209,102.242,18,18,10,9
2.209,102.244,10,7,7,20
2.209,102.245,7,4,11,8
2.209,102.247,1,12,12,9
2.209,102.25,7,10,11,16
2.209,102.253,4,17,14,20
2.209,102.256,10,3,18,20
2.209,102.258,4,14,11,9
2.209,102.259,11,11,13,3
2.209,102.262,2,12,13,11
2.209,102.265,13,15,14,19
2.209,102.267,20,13,7,16
2.209,102.268,6,13,13,0
2.209,102.27,16,19,18,0
2.209,102.274,11,3,3,9
2.209,102.275,19,4,14,11
2.209,102.278,12,0,19,17
2.209,102.28,13,19,8,18
2.209,102.283,2,11,7,14
2.209,102.286,20,15,19,9
2.209,102.289,15,18,9,18
2.21,102.234,0,18,18,13
2.21,102.239,0,0,17,0
2.21,102.241,20,15,9,7
2.21,102.242,6,11,12,20
2.21,102.243,13,13,10,6
2.21,102.244,12,6,8,16
2.21,102.245,13,16,4,16
2.21,102.246,13,11,11,7
2.21,102.247,5,16,12,12
2.21,102.248,5,14,15,3
2.21,102.252,1,8,6,11
2.21,102.253,7,9,11,12
2.21,102.255,7,20,13,12
2.21,102.257,16,20,13,9
2.21,102.259,15,20,16,20
2.21,102.26,20,19,14,9
2.21,102.262,3,9,14,7
2.21,102.263,0,14,19,0
2.21,102.266,10,3,3,0
2.21,102.27,17,12,14,16
2.21,102.276,12,11,13,1
2.21,102.277,13,19,9,1
2.21,102.28,0,9,3,8
2.21,102.281,20,12,20,0
2.21,102.289,0,7,13,0
2.21,102.298,14,5,17,10
2.21,102.309,0,19,8,0
2.211,102.236,2,0,11,5
2.211,102.242,0,18,8,16
2.211,102.243,8,14,8,4
2.211,102.246,12,6,13,8
2.211,102.247,13,19,12,9
2.211,102.254,13,9,7,13
2.211,102.256,18,16,13,15
2.211,102.257,8,13,18,11
2.211,102.261,7,6,11,1
2.211,102.262,6,13,12,12
2.211,102.263,14,16,11,10
2.211,102.264,14,0,5,15
2.211,102.268,5,17,13,10
2.211,102.269,15,13,15,15
2.211,102.27,13,3,5,15
2.211,102.272,2,14,12,8
2.211,102.274,1,14,5,14
2.211,102.276,2,18,12,12
2.211,102.279,2,0,15,6
2.211,102.281,10,1,2,14
2.211,102.282,10,13,15,19
2.211,102.651,16,13,18,14
2.212,102.238,13,0,15,18
2.212,102.239,7,20,11,20
2.212,102.24,18,10,6,1
2.212,102.241,13,20,11,6
2.212,102.246,10,7,6,20
2.212,102.248,14,19,19,16
2.212,102.249,16,14,17,16
2.212,102.25,16,17,13,20
2.212,102.252,9,13,12,1
2.212,102.253,19,0,14,18
2.212,102.256,6,9,7,4
2.212,102.258,4,12,10,3
2.212,102.26,6,0,8,7
2.212,102.263,5,5,9,6
2.212,102.265,14,13,7,16
2.212,102.267,8,8,11,4
2.212,102.268,19,6,6,9
2.212,102.27,1,11,9,5
2.212,102.272,7,12,4,9
2.212,102.275,14,0,11,17
2.212,102.276,10,14,9,11
2.212,102.281,16,0,12,5
2.212,102.283,19,12,19,19
2.212,102.288,6,16,10,18
2.212,102.65,0,0,19,0
2.212,102.652,0,20,16,20
2.212,102.653,19,0,19,20
2.213,102.238,0,0,14,8
2.213,102.24,3,10,6,15
2.213,102.244,15,19,15,4
2.213,102.248,12,17,18,17
2.213,102.249,14,20,20,18
2.213,102.253,10,14,15,7
2.213,102.256,7,16,4,19
2.213,102.258,8,14,5,18
2.213,102.259,15,10,14,3
2.213,102.26,13,9,8,0
2.213,102.263,9,2,1,7
2.213,102.264,8,13,4,16
2.213,102.266,5,14,11,7
2.213,102.267,13,12,20,0
2.213,102.268,20,20,11,17
2.213,102.27,12,19,16,18
2.213,102.271,16,14,12,11
2.213,102.278,0,11,7,18
2.213,102.279,9,5,12,9
2.213,102.28,0,5,18,0
2.213,102.281,14,0,16,17
2.213,102.285,10,17,14,18
2.213,102.286,8,8,16,13
2.213,102.654,15,16,9,14
2.213,102.655,0,20,20,19
2.214,102.235,13,19,17,18
2.214,102.236,19,18,15,17
2.214,102.237,2,18,13,9
2.214,102.239,0,12,15,15
2.214,102.25,16,14,13,13
2.214,102.251,11,15,5,14
2.214,102.252,13,11,11,0
2.214,102.253,14,15,9,16
2.214,102.255,12,17,11,11
2.214,102.256,0,14,12,11
2.214,102.259,7,20,12,12
2.214,102.261,9,19,11,10
2.214,102.262,17,14,13,7
2.214,102.264,5,13,13,7
2.214,102.265,9,10,18,14
2.214,102.266,16,8,8,7
2.214,102.267,19,18,17,11
2.214,102.27,0,8,8,3
2.214,102.271,14,14,15,9
2.214,102.273,16,13,14,15
2.214,102.274,12,11,14,7
2.214,102.275,16,6,8,13
2.214,102.276,0,0,13,12
2.214,102.277,12,20,18,19
2.214,102.278,0,15,12,13
2.214,102.284,19,14,18,18
2.214,102.286,5,0,13,14
2.214,102.287,20,18,12,17
2.214,102.29,1,19,6,0
2.214,102.291,0,0,16,0
2.214,102.294,15,19,11,14
2.215,102.23,0,19,15,14
2.215,102.231,2,5,20,0
2.215,102.234,14,15,17,6
2.215,102.237,19,17,14,16
2.215,102.239,12,16,7,8
2.215,102.242,5,11,7,18
2.215,102.243,19,14,16,16
2.215,102.247,19,13,16,16
2.215,102.248,18,17,8,16
2.215,102.252,17,13,17,19
2.215,102.253,14,14,15,15
2.215,102.254,11,13,14,14
2.215,102.255,6,10,10,3
2.215,102.256,18,17,15,18
2.215,102.258,4,10,7,1
2.215,102.259,17,5,10,0
2.215,102.264,15,12,13,19
2.215,102.265,14,19,14,18
2.215,102.266,10,11,16,16
2.215,102.267,18,4,8,3
2.215,102.268,17,14,12,16
2.215,102.274,20,17,14,17
2.215,102.276,15,15,16,3
2.215,102.279,13,18,18,17
2.215,102.282,6,11,5,14
2.215,102.284,0,13,16,0
2.215,102.286,10,19,19,14
2.215,102.287,1,15,6,2
2.215,102.298,19,16,17,0
2.216,102.23,0,19,19,0
2.216,102.233,14,0,15,0
2.216,102.237,19,0,10,19
2.216,102.238,0,17,19,0
2.216,102.241,8,15,12,11
2.216,102.244,13,14,7,13
2.216,102.245,16,16,12,19
2.216,102.25,15,15,5,9
2.216,102.252,12,16,14,13
2.216,102.253,13,16,9,0
2.216,102.254,12,14,10,16
2.216,102.255,20,14,17,17
2.216,102.261,16,3,7,4
2.216,102.266,16,4,15,10
2.216,102.269,15,18,13,3
2.216,102.27,15,0,14,20
2.216,102.271,9,3,5,1
2.216,102.275,3,4,8,11
2.216,102.276,8,13,9,5
2.216,102.277,14,10,8,3
2.216,102.28,3,1,2,1
2.216,102.282,10,0,17,0
2.216,102.283,0,8,19,0
2.216,102.284,0,10,14,9
2.216,102.287,14,0,15,17
2.216,102.297,13,17,12,18
2.216,102.298,11,16,19,0
2.217,102.234,16,15,14,0
2.217,102.238,12,0,13,0
2.217,102.239,11,17,9,20
2.217,102.242,4,19,17,14
2.217,102.247,3,19,13,3
2.217,102.25,10,16,11,16
2.217,102.252,13,20,6,16
2.217,102.254,20,0,19,15
2.217,102.26,3,7,7,18
2.217,102.262,2,8,3,9
2.217,102.265,19,18,5,11
2.217,102.266,8,2,1,3
2.217,102.268,9,12,18,20
2.217,102.27,0,6,15,15
2.217,102.275,20,19,18,6
2.217,102.276,10,16,14,18
2.217,102.279,15,18,11,13
2.217,102.298,0,0,19,18
2.218,102.235,0,16,13,20
2.218,102.236,17,14,15,12
2.218,102.238,20,0,18,0
2.218,102.24,15,14,11,11
2.218,102.241,15,18,18,20
2.218,102.243,17,14,4,16
2.218,102.245,8,14,14,14
2.218,102.247,8,13,12,0
2.218,102.251,4,17,8,6
2.218,102.252,12,16,16,10
2.218,102.253,0,11,11,18
2.218,102.254,18,15,14,3
2.218,102.255,11,10,5,15
2.218,102.258,16,9,10,20
2.218,102.259,10,12,7,19
2.218,102.262,17,9,5,3
2.218,102.265,19,13,8,12
2.218,102.266,5,15,8,7
2.218,102.267,14,11,5,10
2.218,102.269,9,11,15,11
2.218,102.271,5,16,13,11
2.218,102.274,17,11,18,19
2.218,102.276,6,16,7,19
2.218,102.278,15,11,16,3
2.218,102.28,7,16,4,0
2.218,102.281,11,16,19,0
2.218,102.283,3,20,8,13
2.218,102.287,20,16,18,0
2.218,102.298,0,0,17,19
2.218,102.299,18,13,15,0
2.219,102.236,17,14,7,18
2.219,102.237,12,13,12,6
2.219,102.24,1,11,14,7
2.219,102.241,14,13,8,2
2.219,102.242,7,6,11,14
2.219,102.244,17,14,18,13
2.219,102.246,2,11,10,12
2.219,102.247,16,19,15,18
2.219,102.249,2,1,1,3
2.219,102.253,4,14,12,5
2.219,102.256,20,0,18,0
2.219,102.257,9,10,13,9
2.219,102.259,17,14,8,16
2.219,102.261,12,15,12,6
2.219,102.262,17,8,10,16
2.219,102.263,7,9,10,14
2.219,102.266,14,19,13,8
2.219,102.268,19,17,12,20
2.219,102.272,18,14,6,19
2.219,102.274,14,5,17,13
2.219,102.276,11,18,12,6
2.219,102.28,19,15,7,16
2.219,102.281,3,10,11,9
2.219,102.283,15,0,12,0
2.219,102.29,11,19,16,4
2.22,102.237,0,19,14,0
2.22,102.238,3,19,10,13
2.22,102.239,15,17,14,20
2.22,102.24,19,7,15,16
2.22,102.241,10,9,7,20
2.22,102.242,5,9,16,16
2.22,102.243,16,18,18,20
2.22,102.247,18,6,8,16
2.22,102.25,13,16,15,10
2.22,102.252,13,7,9,19
2.22,102.253,0,15,15,16
2.22,102.254,16,14,12,9
2.22,102.255,13,20,10,20
2.22,102.263,3,12,10,1
2.22,102.264,19,18,17,20
2.22,102.265,19,18,9,9
2.22,102.266,14,17,13,4
2.22,102.268,11,19,14,9
2.22,102.276,20,19,16,0
2.22,102.277,19,16,15,9
2.22,102.278,6,7,14,15
2.22,102.28,3,16,19,17
2.22,102.282,0,18,17,0
2.22,102.284,12,10,13,18
2.22,102.285,16,19,19,14
2.22,102.287,0,1,4,6
2.22,102.296,0,0,16,18
2.22,102.303,0,18,13,1
2.221,102.235,20,14,4,6
2.221,102.236,13,17,10,12
2.221,102.237,9,17,16,12
2.221,102.241,20,0,12,9
2.221,102.242,11,18,16,3
2.221,102.243,12,14,13,13
2.221,102.245,18,4,7,0
2.221,102.247,0,5,5,0
2.221,102.249,15,17,13,20
2.221,102.25,16,18,9,16
2.221,102.255,15,15,16,19
2.221,102.257,0,0,3,17
2.221,102.26,7,9,13,16
2.221,102.261,10,16,13,10
2.221,102.262,16,14,13,11
2.221,102.264,17,20,8,19
2.221,102.27,3,11,9,15
